"mal_id","title_english","type","source","airing","year","rating","score","members","favorites","producers","licensors","studios","genres"
24833,"Assassination Classroom","TV","Manga",FALSE,2015,"PG-13 - Teens 13 or older",8.08,2107986,30554,"Dentsu, Studio Hibari, Fuji TV, DAX Production, BS Fuji, Avex Pictures, Shueisha","Funimation","Lerche","Action, Comedy"
28223,"Death Parade","TV","Original",FALSE,2015,"R - 17+ (violence & profanity)",8.14,1840571,29078,"VAP, DAX Production, Nippon Television Network","Funimation","Madhouse","Drama, Fantasy, Suspense"
27899,"Tokyo Ghoul √A","TV","Manga",FALSE,2015,"R - 17+ (violence & profanity)",7.02,1830740,10593,"Marvelous AQL, Shueisha","Funimation","Pierrot","Action, Fantasy, Horror, Suspense"
26055,"JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt","TV","Manga",FALSE,2015,"R - 17+ (violence & profanity)",8.44,1171251,21303,"Yomiko Advertising, Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha","VIZ Media","David Production","Action, Adventure"
24415,"Kuroko's Basketball 3","TV","Manga",FALSE,2015,"PG-13 - Teens 13 or older",8.29,793476,5142,"Bandai Visual, Lantis, Nihon Ad Systems, Banpresto, Shueisha, BS11","","Production I.G","Sports"
23233,"The Testament of Sister New Devil","TV","Light novel",FALSE,2015,"R+ - Mild Nudity",6.69,705620,2143,"Kadokawa Shoten, AT-X, Nippon Columbia, Kadokawa Pictures Japan, KlockWorx, Mobcast","Funimation, Crunchyroll","Production IMS","Action, Supernatural, Ecchi"
23277,"Saekano: How to Raise a Boring Girlfriend","TV","Light novel",FALSE,2015,"PG-13 - Teens 13 or older",7.47,689715,4480,"Aniplex, Dentsu, Fuji TV, Half H.P Studio, Cospa, Fujipacific Music, Good Smile Company, Kyoraku Industrial Holdings, Kansai Telecasting, Fujimi Shobo","Aniplex of America","A-1 Pictures","Comedy, Romance, Ecchi"
25397,"Absolute Duo","TV","Light novel",FALSE,2015,"R - 17+ (violence & profanity)",6.41,573657,1561,"Media Factory, Half H.P Studio, AT-X, feng, Showgate, Kadokawa","Funimation","8bit","Action, Fantasy, Romance, Ecchi"
23199,"Durarara!! x2 Shou","TV","Light novel",FALSE,2015,"R - 17+ (violence & profanity)",7.97,498067,1005,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, ASCII Media Works","Aniplex of America","Shuka","Action, Mystery, Supernatural"
25681,"Kamisama Kiss Season 2","TV","Manga",FALSE,2015,"PG-13 - Teens 13 or older",8.23,436913,3526,"Dentsu, Sotsu","Funimation","TMS Entertainment","Comedy, Romance, Supernatural"
22663,"World Break: Aria of Curse for a Holy Swordsman","TV","Light novel",FALSE,2015,"R - 17+ (violence & profanity)",6.75,324151,892,"Sotsu","Funimation","Diomedéa","Action, Fantasy, Romance"
27655,"Aldnoah.Zero","TV","Original",FALSE,2015,"R - 17+ (violence & profanity)",6.91,317703,755,"Aniplex, Movic, Nitroplus, Houbunsha, MAGES., Tokyo MX, Asahi Broadcasting, BS11","Aniplex of America","A-1 Pictures, TROYCA","Action, Sci-Fi"
21339,"Psycho-Pass: The Movie","Movie","Original",FALSE,2015,"R - 17+ (violence & profanity)",7.69,282214,555,"Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, Kyoraku Industrial Holdings","Funimation","Production I.G","Action, Sci-Fi"
23317,"Black Butler: Book of Murder","OVA","Manga",FALSE,2015,"R - 17+ (violence & profanity)",8.05,259948,1174,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Asmik Ace, Hakuhodo DY Media Partners, DeNA","Funimation","A-1 Pictures","Action, Mystery, Supernatural"
21511,"KanColle","TV","Game",FALSE,2015,"PG-13 - Teens 13 or older",6.82,222475,1339,"Movic, KlockWorx, flying DOG, DMM.com, Kadokawa Media House, Kadokawa","Funimation, Crunchyroll","Diomedéa","Action, Sci-Fi"
25015,"Beyond the Boundary: I'll Be Here - Past","Movie","Light novel",FALSE,2015,"PG-13 - Teens 13 or older",7.72,171727,262,"Shochiku","Sentai Filmworks","Kyoto Animation","Action, Supernatural"
30300,"High School DxD New OVA","OVA","Light novel",FALSE,2015,"R+ - Mild Nudity",7.26,171349,286,"Genco","","TNK","Action, Comedy, Romance, Supernatural, Ecchi"
24873,"Unlimited Fafnir","TV","Light novel",FALSE,2015,"PG-13 - Teens 13 or older",6.16,162084,175,"TBS, Kodansha, DAX Production, Nippon Columbia, Daiichikosho, RAY, Nichion, NichiNare","","Diomedéa","Action, Fantasy, Romance"
26441,"Maria the Virgin Witch","TV","Manga",FALSE,2015,"R - 17+ (violence & profanity)",7.1,158839,255,"Bandai Visual, Lantis, Kodansha, I Will","Funimation","Production I.G","Comedy, Fantasy, Romance"
25429,"Isuca","TV","Manga",FALSE,2015,"R+ - Mild Nudity",5.96,153351,101,"Kadokawa Shoten, AT-X, DAX Production, KlockWorx, MAGES.","Discotek Media","Arms","Action, Comedy, Romance, Supernatural, Ecchi"
28285,"Trinity Seven OVA","OVA","Manga",FALSE,2015,"PG-13 - Teens 13 or older",7.33,144960,139,"Avex Pictures","","Seven Arcs Pictures","Action, Comedy, Fantasy, Romance, Ecchi"
25303,"Haikyu!!: Lev Appears!","OVA","Manga",FALSE,2015,"PG-13 - Teens 13 or older",7.7,139846,199,"","","Production I.G","Sports"
29317,"Saekano: Fan Service of Love and Youth","TV Special","Light novel",FALSE,2015,"PG-13 - Teens 13 or older",7.08,133940,96,"Aniplex","","A-1 Pictures","Comedy, Romance, Ecchi"
26165,"Yurikuma Arashi","TV","Original",FALSE,2015,"R - 17+ (violence & profanity)",7.03,106001,766,"Frontier Works, Media Factory, Mainichi Broadcasting System, Movic, Gentosha Comics","Funimation","SILVER LINK.","Avant Garde, Drama, Fantasy, Girls Love, Ecchi"
26213,"Free! Eternal Summer: Kindan no All Hard!","Special","Original",FALSE,2015,"PG-13 - Teens 13 or older",7.88,95944,201,"","Funimation","Kyoto Animation, Animation Do","Comedy"
25867,"The Rolling Girls","TV","Original",FALSE,2015,"PG-13 - Teens 13 or older",6.58,92167,215,"Dentsu, Shochiku, Mainichi Broadcasting System, Pony Canyon, Movic","Funimation","Wit Studio","Action, Adventure, Sci-Fi"
27727,"Cute High Earth Defense Club LOVE!","TV","Original",FALSE,2015,"PG-13 - Teens 13 or older",6.82,84963,530,"Sotsu, Pony Canyon","Ponycan USA","Diomedéa","Comedy"
24629,"Gourmet Girl Graffiti","TV","4-koma manga",FALSE,2015,"PG-13 - Teens 13 or older",6.8,81533,160,"TBS, Movic, flying DOG, Sony Music Communications, Houbunsha, Kadokawa","Sentai Filmworks","Shaft","Gourmet, Slice of Life"
10937,"Mobile Suit Gundam: The Origin","OVA","Manga",FALSE,2015,"R+ - Mild Nudity",8.32,78390,911,"Sotsu","Nozomi Entertainment, NYAV Post","Sunrise","Action, Sci-Fi"
23587,"THE IDOLM@STER CINDERELLA GIRLS","TV","Game",FALSE,2015,"PG-13 - Teens 13 or older",7.16,78186,468,"Aniplex, Half H.P Studio, Nippon Columbia, Bandai Namco Games, Anime Consortium Japan, Cygames","","A-1 Pictures","Comedy, Drama"
16385,"Dog Days''","TV","Original",FALSE,2015,"PG-13 - Teens 13 or older",6.85,76647,79,"Aniplex, Starchild Records, Bandai Namco Games, Glovision","","Seven Arcs Pictures","Action, Adventure, Fantasy"
23225,"Yuru Yuri Nachuyachumi!","OVA","Manga",FALSE,2015,"PG-13 - Teens 13 or older",7.85,76056,149,"Sotsu, Pony Canyon","","TYO Animations","Comedy, Girls Love"
29575,"Mankitsu Happening","OVA","Visual novel",FALSE,2015,"Rx - Hentai",7.7,58407,917,"","","Collaboration Works","Hentai"
24913,"The Kawai Complex Guide to Manors and Hostel Behavior OVA: First Time","Special","Manga",FALSE,2015,"PG-13 - Teens 13 or older",7.63,51741,40,"","Sentai Filmworks","Brain's Base","Romance"
30464,"The Testament of Sister New Devil Specials","Special","Light novel",FALSE,2015,"R+ - Mild Nudity",6.72,48846,40,"","Funimation","Production IMS","Comedy, Supernatural, Ecchi"
27969,"The Case of Hana & Alice","Movie","Original",FALSE,2015,"PG-13 - Teens 13 or older",7.24,47404,245,"Pony Canyon, Nippon Television Network, Shogakukan","GKIDS","Steve N' Steven, Rockwell Eyes","Award Winning, Drama, Mystery"
27911,"Comical Psychosomatic Medicine","ONA","Manga",FALSE,2015,"PG-13 - Teens 13 or older",6.54,45788,51,"","","Shin-Ei Animation","Comedy"
26085,"Military!","TV","4-koma manga",FALSE,2015,"PG-13 - Teens 13 or older",5.79,44128,56,"DAX Production, Dream Creation","","Creators in Pack","Comedy, Ecchi"
24261,"Hitsugi no Chaika: Nerawareta Hitsugi/Yomigaeru Iseki","OVA","Light novel",FALSE,2015,"R - 17+ (violence & profanity)",6.98,42861,11,"","Sentai Filmworks","Bones","Action, Adventure, Fantasy, Romance"
27417,"Diabolik Lovers OVA","OVA","Visual novel",FALSE,2015,"PG-13 - Teens 13 or older",5.7,40962,98,"Frontier Works","","Zexcs","Drama, Supernatural"
22117,"Witch Craft Works: Takamiya-kun and His Sister's Conspiracy","OVA","Manga",FALSE,2015,"PG-13 - Teens 13 or older",6.77,36727,19,"Lantis, I Will","","J.C.Staff","Action, Supernatural"
28155,"Yatterman Night","TV","Original",FALSE,2015,"PG-13 - Teens 13 or older",6.5,33343,34,"Yomiuri Telecasting, Starchild Records, Lantis, Half H.P Studio","Funimation","Tatsunoko Production","Action, Adventure, Comedy, Drama"
28105,"Shirobako Specials","Special","Original",FALSE,2015,"PG-13 - Teens 13 or older",6.83,28023,13,"Warner Bros. Japan","","P.A. Works","Adventure, Comedy"
24919,"Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC","Movie","Manga",FALSE,2015,"PG-13 - Teens 13 or older",7.38,27803,47,"Sotsu, DAX Production","","SANZIGEN","Action, Sci-Fi"
25689,"Hyakka Ryouran: Samurai After","OVA","Light novel",FALSE,2015,"R+ - Mild Nudity",6.63,24286,24,"","","Arms","Ecchi"
28283,"Samurai Warriors","TV","Game",FALSE,2015,"PG-13 - Teens 13 or older",6.52,24007,41,"TV Tokyo, Avex Entertainment, Nihon Ad Systems, Koei","Funimation","Tezuka Productions, TYO Animations","Action"
17080,"Fafner Exodus","TV","Original",FALSE,2015,"PG-13 - Teens 13 or older",7.37,23554,78,"Starchild Records, Mainichi Broadcasting System","","I.Gzwei","Action, Drama, Sci-Fi"
29513,"Aki no Kanade","Movie","Original",FALSE,2015,"PG-13 - Teens 13 or older",6.93,22944,26,"Exa International","","J.C.Staff","Slice of Life"
28779,"Futa-bu!!","OVA","Manga",FALSE,2015,"Rx - Hentai",7.22,21843,165,"White Bear, Mediabank","","Studio 9 Maiami","Girls Love, Hentai"
27967,"Senran Kagura Estival Versus: Mizugi-darake no Zenyasai","OVA","Game",FALSE,2015,"R+ - Mild Nudity",6.48,21525,22,"Genco","","Artland, Hoods Entertainment","Action, Comedy, Ecchi"
28669,"Go! Princess Pretty Cure","TV","Original",FALSE,2015,"G - All Ages",7.81,20470,359,"","","Toei Animation","Action, Comedy"
22677,"Appleseed Alpha","Movie","Manga",FALSE,2015,"R - 17+ (violence & profanity)",6.94,19858,35,"Sony Pictures Entertainment, Aniplex, Lucent Pictures Entertainment","Sony Pictures Worldwide Acquisitions","Sola Digital Arts","Action, Adventure, Sci-Fi"
24471,"Hoozuki no Reitetsu OVA","OVA","Manga",FALSE,2015,"PG-13 - Teens 13 or older",7.84,17967,16,"Starchild Records","","Studio Deen, Wit Studio","Comedy, Fantasy"
28309,"Oni Chichi 2: Harvest","OVA","Visual novel",FALSE,2015,"Rx - Hentai",6.64,15762,25,"","","PoRO","Hentai"
29223,"Aldnoah.Zero Extra Archives","Special","Original",FALSE,2015,"R - 17+ (violence & profanity)",6.6,15372,15,"Aniplex","","A-1 Pictures, TROYCA","Action, Sci-Fi"
28313,"Kanojo wa Dare to demo Sex Suru.","OVA","Visual novel",FALSE,2015,"Rx - Hentai",6.68,14366,110,"Lune-Pictures","","T-Rex","Hentai"
29511,"Music Girl","Movie","Original",FALSE,2015,"PG-13 - Teens 13 or older",6.19,13255,10,"DAX Production, Exa International","","Studio Deen","Slice of Life"
28495,"Knights of Sidonia: The Movie","Movie","Manga",FALSE,2015,"R+ - Mild Nudity",7.24,12882,13,"","Sentai Filmworks","Polygon Pictures","Action, Sci-Fi"
31448,"Yoku Wakaru Mahouka! - Saiseitte Nani?","Special","Light novel",FALSE,2015,"PG-13 - Teens 13 or older",6.37,12603,11,"Aniplex","","","Comedy"
29083,"Lovely x Cation The Animation","OVA","Visual novel",FALSE,2015,"Rx - Hentai",7.21,12269,40,"Pink Pineapple","","T-Rex","Hentai"
25801,"Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen","OVA","Manga",FALSE,2015,"PG-13 - Teens 13 or older",7.56,11451,11,"Starchild Records, Kodansha","","Studio Deen","Drama"
30237,"Hyakka Ryouran: Samurai After Specials","Special","Unknown",FALSE,2015,"R+ - Mild Nudity",6.46,11304,7,"","","Arms","Ecchi"
29085,"Sei Yariman Sisters Pakopako Nikki The Animation","OVA","Visual novel",FALSE,2015,"Rx - Hentai",6.82,10197,36,"Pink Pineapple","","G-Lam","Hentai"
27629,"Tantei Kageki Milky Holmes TD","TV","Original",FALSE,2015,"PG-13 - Teens 13 or older",6.44,9908,9,"Sotsu, Bushiroad, Chrono Gear Creative","","J.C.Staff, Nomad","Comedy, Mystery"
29573,"Fukubiki! Triangle: Futaba wa Atafuta ♥","OVA","Visual novel",FALSE,2015,"Rx - Hentai",6.57,9331,24,"","","PoRO","Hentai"
24273,"Iinari! Saimin Kanojo","OVA","Visual novel",FALSE,2015,"Rx - Hentai",6.36,9317,30,"Mary Jane","","New Generation","Hentai"
34455,"Princess Connect!","ONA","Game",FALSE,2015,"G - All Ages",6.29,9254,10,"","","","Fantasy"
28859,"Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation","OVA","Visual novel",FALSE,2015,"Rx - Hentai",6.81,7792,41,"Pink Pineapple","","Office TakeOut","Hentai"
29852,"Boku no Yayoi-san","OVA","Manga",FALSE,2015,"Rx - Hentai",6.19,7494,31,"ZIZ Entertainment (ZIZ)","","MB planning","Hentai"
28169,"Buta no Gotoki Sanzoku ni Torawarete Shojo wo Ubawareru Kyonyuu Himekishi & Onna Senshi","OVA","Visual novel",FALSE,2015,"Rx - Hentai",5.81,7463,57,"Pink Pineapple","","Seven","Hentai"
27741,"Shounen Hollywood: Holly Stage for 50","TV","Mixed media",FALSE,2015,"PG-13 - Teens 13 or older",6.47,7240,9,"Starchild Records, Studio Mausu","Funimation","Zexcs","Drama"
30196,"Tsubasa to Hotaru (2015)","TV Special","Manga",FALSE,2015,"G - All Ages",6.3,6612,6,"","","J.C.Staff","Romance"
25383,"Doraemon Movie 35: Nobita no Space Heroes","Movie","Unknown",FALSE,2015,"PG - Children",7.14,6602,3,"","","Shin-Ei Animation","Comedy, Sci-Fi"
29730,"Price Of A Secret","OVA","Manga",FALSE,2015,"Rx - Hentai",6.14,6237,9,"MS Pictures, BOOTLEG","","Peak Hunt","Hentai"
29413,"Dog Days Recap","TV Special","Unknown",FALSE,2015,"PG-13 - Teens 13 or older",6.45,5798,4,"Aniplex","","Seven Arcs","Action, Adventure, Fantasy"
30600,"Military!: Tamatama Shoumetsu Suru Shiroki Hikari!","Special","4-koma manga",FALSE,2015,"PG-13 - Teens 13 or older",5.33,5747,1,"DAX Production, Dream Creation","","Creators in Pack","Comedy, Ecchi"
28517,"Ikenai Koto The Animation","OVA","Manga",FALSE,2015,"Rx - Hentai",6.1,5679,9,"MS Pictures, BOOTLEG","","Peak Hunt","Hentai"
28519,"Nosewasure: Onna Kyoushi Chuuzenji Ayano no Inutsu na Kore kara","OVA","Manga",FALSE,2015,"Rx - Hentai",5.85,5403,3,"MS Pictures, AniMan","","Studio 9 Maiami","Hentai"
28207,"Ketsuekigata-kun! 2","TV","Web manga",FALSE,2015,"PG-13 - Teens 13 or older",6.39,5396,5,"Earth Star Entertainment","","feel., Assez Finaud Fabric","Comedy"
29437,"Detective Conan: Happy New Year Special","Special","Unknown",FALSE,2015,"PG-13 - Teens 13 or older",7.03,4648,1,"","","TMS Entertainment","Action, Comedy, Mystery"
54196,"One Piece 4D","Special","Manga",FALSE,2015,"PG - Children",6.41,4475,17,"","","","Action, Adventure"
30499,"Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou","Special","Original",FALSE,2015,"PG-13 - Teens 13 or older",5.89,4408,2,"","","Wit Studio","Slice of Life"
28511,"Precure All Stars Movie: Haru no Carnival♪","Movie","Original",FALSE,2015,"G - All Ages",6.53,4385,4,"Asahi Broadcasting, Kinoshita Group Holdings","","Toei Animation","Action, Comedy"
30218,"THE IDOLM@STER CINDERELLA GIRLS Special Program","TV Special","Game",FALSE,2015,"PG-13 - Teens 13 or older",6.45,4104,3,"Half H.P Studio","","A-1 Pictures","Comedy"
25999,"Minna Atsumare! Falcom Gakuen SC","TV","4-koma manga",FALSE,2015,"PG-13 - Teens 13 or older",6.1,3759,1,"DAX Production","","","Comedy"
30924,"Mikagura School Suite","Music","Mixed media",FALSE,2015,"PG-13 - Teens 13 or older",6.62,3493,11,"","","",""
30292,"Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi","Special","Manga",FALSE,2015,"PG-13 - Teens 13 or older",6.63,3328,3,"TV Tokyo, Square Enix, Sotsu, Lantis, Pony Canyon","","Studio Gokumi","Slice of Life"
31454,"Gundam: G no Reconguista - From the Past to the Future","Special","Original",FALSE,2015,"PG-13 - Teens 13 or older",5.88,3105,0,"","","Sunrise","Action, Sci-Fi"
25857,"PriPara Movie: Mi~nna Atsumare! Prism☆Tours","Movie","Game",FALSE,2015,"PG - Children",6.81,2803,4,"","","Tatsunoko Production",""
30358,"Turnover","CM","Original",FALSE,2015,"G - All Ages",5.67,2758,1,"","","Studio 4°C","Slice of Life"
30103,"Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara","Music","Original",FALSE,2015,"G - All Ages",6.55,2493,1,"","","Toei Animation",""
29707,"Yume no Ukiyo ni Saitemina","Music","Original",FALSE,2015,"PG-13 - Teens 13 or older",5.9,2373,3,"","","Trigger",""
35411,"Hortensia Saga CMs","CM","Game",FALSE,2015,"G - All Ages",5.87,2348,3,"","","","Fantasy"
29347,"20-dai no Heya-hen","CM","Original",FALSE,2015,"G - All Ages",5.13,2309,0,"","","","Slice of Life"
27785,"Doamayger-D","TV","Original",FALSE,2015,"G - All Ages",5.35,2249,1,"","Funimation","ILCA","Action, Comedy, Gourmet"
32034,"Soukyuu no Fafner: Dead Aggressor - Exodus Special","Special","Original",FALSE,2015,"PG-13 - Teens 13 or older",6.98,2224,2,"Mainichi Broadcasting System","","I.Gzwei","Action, Drama, Sci-Fi"
29517,"Kumi to Tulip","Movie","Original",FALSE,2015,"G - All Ages",5.99,2190,1,"","","Tezuka Productions","Sci-Fi"
29515,"Happy ComeCome","Movie","Original",FALSE,2015,"G - All Ages",5.38,1735,0,"Exa International","","SynergySP","Comedy, Sci-Fi, Slice of Life"
30156,"Balala the Fairies: Finding Melody","TV","Unknown",FALSE,2015,"PG - Children",6.22,1708,4,"B.CMAY PICTURES, Alpha Group","","","Comedy, Fantasy"
31685,"Don't tell Mom","ONA","Original",FALSE,2015,"R+ - Mild Nudity",4.05,1687,3,"","","","Comedy, Ecchi"
40914,"Love Me Love Me Love Me","Music","Original",FALSE,2015,"R - 17+ (violence & profanity)",7.05,1632,6,"","","","Avant Garde"
37934,"Mahou Shoujo Lyrical Nanoha StrikerS Picture Drama","Special","Original",FALSE,2015,"G - All Ages",5.69,1482,1,"","","","Comedy"
33239,"Clearer Than You Think","Movie","Original",FALSE,2015,"PG-13 - Teens 13 or older",NA,1473,1,"","","","Drama, Slice of Life"
30324,"Dokuro the Ghost","ONA","Original",FALSE,2015,"G - All Ages",5.5,1443,0,"Cyclone Graphics","","","Supernatural"
28963,"Nekota no Koto ga Kininatte Shikatanai.","Special","Manga",FALSE,2015,"G - All Ages",5.97,1423,2,"","","",""
28401,"Q Transformers: Kaette Kita Convoy no Nazo","TV","Other",FALSE,2015,"PG-13 - Teens 13 or older",5.41,1370,1,"Bouncy","","DLE","Action, Slice of Life"
35541,"Turning Mecard","TV","Unknown",FALSE,2015,"PG - Children",6.24,1345,5,"","","","Adventure"
33226,"Kotowaza Gundam-san (ONA)","ONA","Manga",FALSE,2015,"PG-13 - Teens 13 or older",5.88,1306,0,"","","","Comedy"
28921,"Disney Tsum Tsum","TV","Game",FALSE,2015,"PG - Children",5.69,1255,2,"","","Polygon Pictures",""
30309,"Yuuyake Dandan","Movie","Original",FALSE,2015,"G - All Ages",5.92,1253,2,"flying DOG","","Dynamo Pictures","Slice of Life"
30438,"MILPOM★ Pilot","ONA","Original",FALSE,2015,"PG-13 - Teens 13 or older",3.89,1228,1,"","","Bandai Namco Pictures","Comedy"
35432,"10000 Years Later","Movie","Original",FALSE,2015,"PG - Children",5.03,1101,2,"Yili Animation Studio","","","Fantasy"
36368,"Scutes on my mind","Movie","Original",FALSE,2015,"G - All Ages",6.66,1083,1,"Geidai Animation","","","Adventure, Drama, Fantasy"
34985,"Shinkalion","ONA","Other",FALSE,2015,"G - All Ages",6.02,1037,1,"","","",""
33599,"Na Sa Er Ding","TV","Original",FALSE,2015,"PG-13 - Teens 13 or older",NA,1033,1,"","","","Adventure, Fantasy"
25393,"Master of Torque 2","ONA","Original",FALSE,2015,"G - All Ages",4.76,1030,0,"","","Shimogumi","Action, Sci-Fi"
29999,"Aoki Uru: Overture","Special","Unknown",FALSE,2015,NA,NA,1016,1,"","","Gainax","Sci-Fi"
30489,"Minna Atsumare! Falcom Gakuen SC Special","TV Special","4-koma manga",FALSE,2015,"PG-13 - Teens 13 or older",5.46,919,0,"DAX Production","","","Comedy"
33195,"One Hundred Thousand Bad Jokes","Movie","Web manga",FALSE,2015,"PG-13 - Teens 13 or older",6.33,851,1,"Yaoqi","","L²Studio","Action, Adventure, Comedy, Fantasy"
34849,"Forest this flower bloom","Movie","Original",FALSE,2015,"G - All Ages",6.06,830,1,"","","Tomoyasu Murata Company","Avant Garde"
34840,"Fox Fears","Movie","Original",FALSE,2015,"G - All Ages",6.22,824,0,"Geidai Animation","","","Drama"
37452,"A Woman in a Fashion Building","Movie","Original",FALSE,2015,"G - All Ages",4.35,823,0,"","","","Avant Garde"
30133,"Ima, Futari no Michi","TV Special","Original",FALSE,2015,"G - All Ages",5.63,811,0,"","","Asahi Production","Drama"
28247,"Pankis! 2-jigen","TV","Original",FALSE,2015,"G - All Ages",5.74,788,0,"","","DLE","Comedy"
42753,"Love Live! μ's Go→Go! LoveLive! 2015: Dream Sensation!","Special","Other",FALSE,2015,"PG-13 - Teens 13 or older",6.4,787,1,"","","","Comedy"
33762,"Yong Zhe Da Maoxian","ONA","Original",FALSE,2015,"PG-13 - Teens 13 or older",NA,764,0,"Tencent Animation & Comics","","CG Year","Adventure, Fantasy"
33278,"Qin's Moon: Lady Xiang Descends","ONA","Novel",FALSE,2015,"PG-13 - Teens 13 or older",6.24,741,0,"Chukong Technologies","","Sparkly Key Animation Studio","Action, Fantasy"
30092,"Wakie Wakie","Music","Unknown",FALSE,2015,"G - All Ages",4.43,720,0,"","","Studio Binzo",""
30289,"Dededen","Special","Original",FALSE,2015,"G - All Ages",5.78,693,1,"","","TMS Entertainment","Slice of Life"
40721,"Templex","Movie","Original",FALSE,2015,"G - All Ages",5.46,693,1,"Geidai Animation","","","Avant Garde"
34632,"Such a Good Place to Die","Movie","Original",FALSE,2015,"PG-13 - Teens 13 or older",5.59,692,0,"","","","Avant Garde"
40204,"Fast Week","ONA","Original",FALSE,2015,"PG-13 - Teens 13 or older",5.15,580,0,"","","","Avant Garde"
40171,"The Lost Breakfast","ONA","Original",FALSE,2015,"PG-13 - Teens 13 or older",5.79,580,2,"","","","Avant Garde"
49090,"Haru wo Irodoru","Movie","Original",FALSE,2015,"G - All Ages",6.02,573,4,"Kobe Design University","","","Drama, Supernatural"
53976,"Meitantei Conan: Tantei-tachi no Starry Night","Movie","Manga",FALSE,2015,"PG-13 - Teens 13 or older",NA,572,1,"","","D & D Pictures","Comedy, Mystery, Sci-Fi"
38700,"Moonlit Night and Opal","Movie","Original",FALSE,2015,"G - All Ages",5.22,542,0,"Geidai Animation","","","Avant Garde"
29825,"Onnanoko tte.","Special","Manga",FALSE,2015,"G - All Ages",5.51,536,0,"","","","Comedy, Slice of Life"
40811,"A Black Cat","Movie","Original",FALSE,2015,"G - All Ages",5.45,534,0,"Geidai Animation","","","Avant Garde"
30732,"Agriculture Angel BARAKI: Play with Ibaraki Episode 0","ONA","Unknown",FALSE,2015,"G - All Ages",5.41,528,1,"","","Studio PuYUKAI","Slice of Life, Supernatural"
52520,"Mobile Suit Gundam-san: Manner Movies CM","Movie","Unknown",FALSE,2015,"PG-13 - Teens 13 or older",5.59,515,0,"","","Sunrise","Comedy"
34083,"Tansa Quest!","ONA","Game",FALSE,2015,"PG-13 - Teens 13 or older",5.37,486,0,"Aniplex","","A-1 Pictures","Fantasy"
39704,"Missing You","Movie","Original",FALSE,2015,"G - All Ages",6.06,469,1,"Geidai Animation","","","Drama"
30199,"Hakimono to Kasa no Monogatari","Music","Original",FALSE,2015,"G - All Ages",5.86,460,0,"NHK","","",""
30443,"Kana Kana Kazoku: Shinnen no Goaisatsu","ONA","Original",FALSE,2015,"G - All Ages",5.03,453,0,"","","DLE","Comedy"
35696,"Konigiri-kun","TV Special","Original",TRUE,2015,"G - All Ages",NA,445,0,"NHK","","",""
32809,"Boonie Bears: Mystical Winter","Movie","Original",FALSE,2015,"PG - Children",6.02,444,0,"Fantawild Animation","","","Adventure, Comedy"
30605,"Uwabaki Cook no Tekitou Uranai!","TV","Original",FALSE,2015,"G - All Ages",NA,434,0,"Yomiuri Telecasting","","","Comedy"
54594,"Stand By Me Doraemon Specials","Special","Manga",FALSE,2015,"PG - Children",6.77,433,1,"","","Shin-Ei Animation","Comedy"
30534,"Burn This Love","Music","Unknown",FALSE,2015,"PG-13 - Teens 13 or older",5.4,424,0,"","","",""
44775,"I Wanna Be Your Friend","Movie","Original",FALSE,2015,"PG-13 - Teens 13 or older",6.01,416,0,"Geidai Animation","","","Comedy"
32890,"Legend of a Rabbit: The Martial of Fire","Movie","Original",FALSE,2015,"PG - Children",6.07,416,0,"","","","Action, Adventure, Comedy"
34500,"Nanocore SP Lianxi Pian 2015 Xinnian Tebie Ban","Music","Original",FALSE,2015,"PG-13 - Teens 13 or older",5.49,415,0,"Coastline Animation Studio","","","Comedy"
29099,"Washimo 2nd Season","TV","Picture book",FALSE,2015,"G - All Ages",NA,414,0,"NHK","","Studio Deen","Comedy, Sci-Fi, Slice of Life"
33279,"Nanocore: NG Scenes - Nano's Daily Life","ONA","Original",FALSE,2015,"PG-13 - Teens 13 or older",5.82,411,0,"Coastline Animation Studio","","","Comedy, Sci-Fi"
30131,"Uwabaki Cook","TV","Unknown",FALSE,2015,"PG - Children",NA,398,1,"Yomiuri Telecasting","","",""
35697,"Beads no Mori no Rabi","TV Special","Original",FALSE,2015,"G - All Ages",NA,392,0,"NHK","","",""
37392,"Amazing Pleasant Goat","Movie","Unknown",FALSE,2015,"G - All Ages",5.81,382,0,"Alpha Group","","","Adventure, Comedy"
28293,"Shimajirou no Wow! Movie 3: Shimajirou to Ookinaki","Movie","Unknown",FALSE,2015,"PG - Children",NA,373,0,"Benesse Corporation","","The Answer Studio","Adventure"
37853,"Sanuki Eiga-sai Opening Eizou","Movie","Original",FALSE,2015,"G - All Ages",5.05,367,0,"","","","Avant Garde"
